書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_20292517	超帝国主義国家アメリカの内幕			マイケル・ハドソン|著;広津倫子|訳	徳間書店	2002	4198615209	20cm	387	3 社会科学	338	0031		00443935;00214683
BK_20292589	TCP/IPがわかる本	IPv6対応版		栗林克明|著	毎日コミュニケーションズ	2002	4839907617	24cm	271	5 技術・工学	547	3004		00740978
BK_20292591	やってトライ！Visual C++.NETプログラミング	実戦的例題によるスキルチェック方式		桜田幸嗣，p4room|著;SBP｢やってトライ！｣編集部|編	ソフトバンクパブリッシング	2002	479731768X	24cm	273	0 総記	007	0055		00138009;00882510;00882510;00731778
BK_20292627	よく効く！キネシオテープ療法	自分で貼って痛みや不快症状を撃退する画期的テープ療法		加瀬建造|著	マキノ出版	2001	4837611524	19cm	270	4 自然科学	498	0377		00111378
BK_20292672	東アジア政治のダイナミズム			赤木攻，安井三吉|編	青木書店	2002	4250202143	22cm	280	3 社会科学	312	3022		00000886;00162051
BK_20292685	岩波講座自治体の構想		5	松下圭一，西尾勝，新藤宗幸|編	岩波書店	2002	4000110950	22cm	264	3 社会科学	318	0331		00042587;00055451;00155863
BK_20292699	『源氏物語』の異本を読む	｢鈴虫｣の場合		伊藤鉄也|著	臨川書店	2001	4653037248	19cm	231	9 文学	913	0393		00167078
BK_20292705	立ち飲み酒			立ち飲み研究会|編	創森社	2001	488340112X	19cm	347	6 産業	673			00796202
BK_20292789	教科書に書かれなかった戦争		pt.37		梨の木舎	2001	4816601066	21cm	303	2 歴史	210	3022		
BK_20292923	山田方谷｢理財論｣	財政破綻を救う		深澤賢治|著;石川梅次郎|監修	小学館	2002	4094028463	15cm	188	1 哲学	121	0133		00159444;00021409
BK_20292936	パンジャーブ生活文化誌	チシュティーの形見		N.A.チシュティー|著;麻田豊|監訳;露口哲也|訳注	平凡社	2002	458280702X	18cm	358	3 社会科学	382	0125		00883384;00110150;00883393
BK_20292977	カレーライスの誕生			小菅桂子|著	講談社	2002	4062582430	19cm	236	3 社会科学	383	0321		00035845
BK_20292984	プロジェクト・ホテル	奇蹟の再生に賭けた男が創るこだわりのリゾートホテル		窪山哲雄|著	小学館	2002	4093873844	19cm	239	6 産業	689	0034		00275483
BK_20292988	ドゥ　ユー　ノウ　サダコ？			守屋敦子|著	よも出版;千早書房(発売)	2002	4884922662	19cm	182	3 社会科学	319	0095		00883435
BK_20292993	これでも議員ですか	不正乱脈視察追及市民運動と訴訟の中間報告		竹内眞理子，山本健治|編著;甦れ！高槻市議会-不正乱脈視察追及市民の会|編	第三書館	2001	4807401149	20cm	284	3 社会科学	318	0036		00883429;00134493;00883431
BK_20292999	日本のユダヤ人政策1931-1945	外交史料館文書｢ユダヤ人問題｣から		阪東宏|著	未來社	2002	4624111850	20cm	413	3 社会科学	316	0021		00004467
BK_20293017	喜劇の殿様	益田太郎冠者伝		高野正雄|著	角川書店	2002	4047021229	20cm	225	9 文学	912	0395		00150148
BK_20293022	食べごとのはなし			畑本千|著	影書房	2002	487714286X	20cm	169	5 技術・工学	596			00883402
BK_20293042	至福の境地	自分の顔、相手の顔		曽野綾子|著	講談社	2002	406210847X	20cm	251	9 文学	914	0095		00073575
BK_20293073	メディア文化の権力作用			伊藤守|編	せりか書房	2002	4796702407	21cm	253	3 社会科学	361	1036		00386134
BK_20293080	真説本能寺の変			安部龍太郎|ほか筆	集英社	2002	408781260X	21cm	196	2 歴史	210	0021		00201973
BK_20293084	玲子さんのときめき365日	暮らしを彩る13のヒント		西村玲子|著	清流出版	2001	4916028953	21cm	94	5 技術・工学	590	5095		00104950
BK_20293111	EViewsによる計量経済分析	実践的活用法と日本経済の実証分析		松浦克己，コリン・マッケンジー|著	東洋経済新報社	2001	4492470670	22cm	409	3 社会科学	331	3033		00213245;00883757
BK_20293113	コミュニケーション行動発達史	特に文字成立を中心として		宮司正男|著	日本図書センター	2001	4820557270	22cm	350	3 社会科学	361	3036		00122048
BK_20293140	放射線治療科学概論	診療画像検査法		中村實|監修;渡部洋一|他著	医療科学社	2001	4860033019	30cm	318	4 自然科学	494	3047		00051811;00395380
BK_20293171	脳の力なるほど事典	ここまで分かったパワー&メカニズム		中原英臣|監修	実業之日本社	2002	4408394939	19cm	237	4 自然科学	491	0040		00157768
BK_20293192	九八歳の妊娠	宅老所よりあい物語		下村恵美子|著;谷川俊太郎|詩	雲母書房	2001	4876721157	20cm	277	3 社会科学	369	0036		00884126;00082609
BK_20293208	父から子へ伝えるもの	親父の履歴書		日本ファーザーズ・デイ委員会|監修	ベストセラーズ	2002	4584186847	20cm	319	2 歴史	281	0095		00884187
BK_20293214	明日のおもいで			石井善子|著	牧野出版	2002	4895001075	20cm	189	0 総記	049	0095		00884188
BK_20293287	情報革新と産業ニューウェーブ			溝田誠吾|編著	専修大学出版局	2002	4881251317	22cm	348	6 産業	602			00125618
BK_20293316	わたしから｢私｣へ			木原梨沙子|著	文芸社	2002	483554059X	20cm	216	9 文学	913	0093		00884267
BK_20293327	未来にかける橋	早稲田大学と中国		安藤彦太郎|著	成文堂	2002	4792391083	20cm	282	3 社会科学	377	0395		00001816
BK_20293331	口笛吹きながら			野平祐二|著	流星社	2001	4947770104	20cm	237	7 芸術・美術	788			00056316
BK_20293335	マエストロ、時間です	サントリーホールステージマネージャー物語		宮崎隆男|著	ヤマハミュージックメディア	2001	4636209869	20cm	231	7 芸術・美術	760	0073		00884361
BK_20293509	RedHat Linux 7.3で作る自宅サーバーfor Linux	本格サーバーがGUI操作で完成！		鈴木哲哉|著	ラトルズ	2002	4899770367	23cm	273	5 技術・工学	547	3055		00165891
BK_20293647	海神祭	姉崎探偵事務所		新田一実|著	講談社	2002	4062556197	15cm	263	9 文学	913	0193		00176101
BK_20293651	青い青い空の下でつかまえて			秋野ひとみ|著	講談社	2002	4062595281	15cm	269	9 文学	913	0193		00177494
BK_20293673	審判			D.W.バッファ|著;二宮磬|訳	文藝春秋	2002	416766108X	16cm	542	9 文学	933	0197		00707379;00112829
BK_20293704	男装の麗人			村松友視|著	恒文社21;恒文社(発売)	2002	4770410743	20cm	285	9 文学	913	0093		00112534
BK_20293742	雪は天からの手紙	中谷宇吉郎エッセイ集		中谷宇吉郎|著;池内了|編	岩波書店	2002	4001145553	18cm	285	分類なし		8395		00052941;00018223
BK_20293763	おり紙ヒコーキワンダーランド	やさしくおれてよく飛ぶ19機　ワイド版		戸田拓夫|著	いかだ社	2001	4870511061	26cm	97	分類なし		8337		00408420
BK_20293798	岐路			大橋巨泉|著	講談社	2002	4062734974	15cm	397	3 社会科学	304	0195		00058620
BK_20293799	果てもない道中記		上	安岡章太郎|著	講談社	2002	4061982982	16cm	446	9 文学	913	0195		00095725
BK_20293800	果てもない道中記		下	安岡章太郎|著	講談社	2002	4061982990	16cm	425	9 文学	913	0195		00095725
BK_20293806	抗がん食品事典	医者がすすめる83種		永川祐三|著	主婦と生活社	2002	4391126451	21cm	243	4 自然科学	494	0077		00255519
BK_20293870	タイムマシン			H.G.ウェルズ|著;石川年|訳	角川書店	2002	4042703062	15cm	270	9 文学	933	0197		00460562;00021283
BK_20293874	ラブ・ミー・プリーズ	侵蝕		和田はつ子|著	角川書店	2002	4043407084	15cm	285	9 文学	913	0193		00158794
BK_20293877	強盗紳士			モーリス・ルブラン|著;堀口大學|訳	新潮社	2001	4102140042	16cm	326	9 文学	953	0197		00447140;00012655
BK_20293879	『瑠璃城』殺人事件	世界の果ての本格ミステリ		北山猛邦|著	講談社	2002	4061822632	18cm	213	9 文学	913	0293		00876303
BK_20294071	暮らしの達人	スーパーJチャンネル	1(掃除・洗濯編)		テレビ朝日事業局ソフト事業部	2001	4881312545	21cm	112	5 技術・工学	590	0077		00258980
BK_20294215	浮上せよと活字は言う			橋本治|著	平凡社	2002	4582764363	16cm	297	9 文学	914	0300		00008396
BK_20294217	落語の言語学			野村雅昭|著	平凡社	2002	4582764355	16cm	342	7 芸術・美術	779	0376		00122429
BK_20294241	要説食品学総論			廣田才之|責任編集	建帛社	2001	4767902665	22cm	215	4 自然科学	498	3077		00011713
BK_20294249	データ分析入門	JMP日本語版/JMP IN日本語版対応		慶應SFCデータ分析教育グループ|編	慶應義塾大学出版会	2002	4766409256	30cm	266	4 自然科学	417	3041		00686562
BK_20294418	黒ねこラブラブ注意報			加納邑|著	オークラ出版	2001	4872788524	19cm	255	9 文学	913	0093		00837257
BK_20294423	幸せの青い天使			栗原麻理|著	文芸社	2002	4835540123	20cm	233	9 文学	913	0093		00887687
BK_20294430	半次捕物控命みょうが			佐藤雅美|著	講談社	2002	4062113236	20cm	307	9 文学	913	0093		00143774
BK_20294472	修道院のレシピ			猪本典子|企画・構成・写真・イラスト・文	朝日出版社	2002	4255001758	15×22cm	340	5 技術・工学	596	0077		00663019
BK_20294531	やっぱり奇妙にこわい話	寄せられた｢体験｣		阿刀田高|選	光文社	2002	4334733522	16cm	250	9 文学	913	0193		00004078
BK_20294535	彩花へ	｢生きる力｣をありがとう		山下京子|著	河出書房新社	2002	4309406580	15cm	210	3 社会科学	326	0195		00669377
BK_20294545	減塩の恐怖	医師と患者の驚異の証言		中嶋孝司|著	蝸牛新社	2001	4878001534	20cm	222	4 自然科学	498	0093		00147421
BK_20294815	改心			中澤裕子のallnightnippon Sunday super!|編著	ニッポン放送プロジェクト;扶桑社(発売)	2002	4594036295	19cm	308	7 芸術・美術	767	0095		00295450
BK_20294828	バトルネットワークロックマンエグゼ2究極攻略SSS				小学館	2002	4091060366	19cm	118	分類なし		9476		
BK_20295218	中小企業のことがよく解る本	図でみる中小企業ハンドブック		田廻良弘|著	神奈川新聞社;かなしん出版(発売)	2001	4876452997	19cm	209	3 社会科学	335			00311358
BK_20295241	江戸の家計簿	家庭人・二宮尊徳		新井恵美子|著	神奈川新聞社;かなしん出版(発売)	2001	4876453063	20cm	255	1 哲学	157			00162214
BK_20295243	最強のインターネット環境を作る！	ADSL高速設定セキュリティ　完全保存版			宝島社	2001	4796624376	26cm	127	5 技術・工学	547	9404		
BK_20295822	フレッシャーのための読むクスリ	ベスト・セレクション		上前淳一郎|著	文藝春秋	2002	4167248409	16cm	335	0 総記	049	0195		00088023
BK_20295862	商法入門講座			居林次雄|著	税務経理協会	2002	4419040246	22cm	219	3 社会科学	325	1032		00016796
BK_20295894	柿の木の下で			木村しづ子|著	日本随筆家協会	2002	4889332626	20cm	223	0 総記	049			00879872
BK_20295970	家もいいけど旅も好き			岸本葉子|著	講談社	2002	406273429X	15cm	273	2 歴史	290	0195		00193591
BK_20295974	手塚治虫	ロマン大宇宙		大下英治|著	講談社	2002	4062734257	15cm	649	7 芸術・美術	726	0195		00122637
BK_20296008	新・家政学概論			佐々井啓|ほか編	誠信書房	2002	4414609178	21cm	230	5 技術・工学	590	3336		00149888
BK_20296011	入門金融			黒田晁生|著	東洋経済新報社	2002	4492653031	21cm	275	3 社会科学	338	3033		00125307
BK_20296048	私説東京繁昌記			小林信彦，荒木経惟|著	筑摩書房	2002	4480037225	15cm	359	9 文学	915	0195		00033290;00002975
BK_20296058	戦艦大和いまだ沈まず	艦橋見張員の見た世紀の海戦		小板橋孝策|著	光人社	2002	4769823495	16cm	308	9 文学	916	0195		00139876
BK_20296066	思想史のなかの科学			伊東俊太郎，広重徹，村上陽一郎|著	平凡社	2002	4582764304	16cm	366	4 自然科学	402	0340		00023160;00011661;00048656
BK_20296073	最新財務諸表論			武田隆二|著	中央経済社	2002	4502190802	22cm	898	3 社会科学	336	3034		00079592
BK_20296075	現代会計の基礎研究			岡本治雄|著	中央経済社	2002	4502191507	22cm	281	3 社会科学	336	3034		00386130
BK_20296093	日本の危機		2	櫻井よしこ|著	新潮社	2002	4101272220	16cm	416	3 社会科学	304	0130		00153832
BK_20296112	四季の名筆	日本の美	冬	小松茂美|監修;古筆学研究所|編	河出書房新社	2002	430970414X	22cm	110	7 芸術・美術	728	0071		00034629;00258354
BK_20296135	ナチズムのなかの20世紀			川越修，矢野久|編	柏書房	2002	4760122133	20cm	337	2 歴史	234	0022		00180950;00200014
BK_20296148	どうする山のトイレ・ゴミ	オーバーユースと登山者の課題		日本勤労者山岳連盟|編	大月書店	2002	4272610562	21cm	183	7 芸術・美術	786	0075		00293992
BK_20296151	よくわかる最新ビジネスコーチングの基本と仕組み	双方向・質問型の新しいマネジメントスキルを極める		E-Trainer.jp|著	秀和システム	2002	4798003239	21cm	255	3 社会科学	336	3034		00883029;00883029
BK_20296175	トーマス・マン日記		1944-1946	トーマス・マン|著;森川俊夫，佐藤正樹，田中暁|訳	紀伊國屋書店	2002	4314009098	20cm	911	9 文学	945	1398		00448709;00047160;00209411;00797610
BK_20296219	解説公害紛争処理法			公害等調整委員会事務局|編著	ぎょうせい	2002	4324068291	21cm	379	5 技術・工学	519	3032		00288041
BK_20296232	省メモリプログラミング	メモリ制限のあるシステムのためのソフトウェアパターン集		ジェイムズ・ノーブル，チャールズ・ウィアー|著;安藤慶一|訳	ピアソン・エデュケーション	2002	4894714086	23cm	402	0 総記	007	3004		00884163;00884166;00478708
BK_20296253	逆説の日本史		6(中世神風編)	井沢元彦|著	小学館	2002	4094020063	15cm	510	2 歴史	210	0121		00111216
BK_20296269	白川静著作集		別巻　[3]	白川静|著	平凡社	2002	4582403638	22cm	1358	2 歴史	222	3387		00073017
BK_20296298	見城美枝子の本音で！リフォーム奮闘記	いろいろありました		見城美枝子|著	ニューハウス出版	2002	4889690875	19cm	223	5 技術・工学	527	2052		00030290
BK_20296303	妊娠レッスン	赤ちゃんが欲しいすべてのカップルへ		放生勲|著	主婦と生活社	2002	4391125978	19cm	175	4 自然科学	495	0077		00884363
BK_20296310	現代韓国を知るキーワード77			ソウ喜テツ|著	大修館書店	2002	4469231843	19cm	275	3 社会科学	302	3330		00316625
BK_20296311	｢正史｣はいかに書かれてきたか	中国の歴史書を読み解く		竹内康浩|著	大修館書店	2002	4469231835	19cm	181	2 歴史	222	3320		00884385
BK_20296321	死ぬまで生きる			とらた|著	文芸社	2002	4835540670	19cm	86	4 自然科学	493	0095		00843010
BK_20296334	うおつか式生活哲学入門			魚柄仁之助|著	講談社	2002	4062691825	20cm	203	5 技術・工学	596	0377		00357147
BK_20296335	体質がすべて！心と体のストレス解消法			劉影|著	講談社	2002	4062691841	20cm	204	4 自然科学	493	0377		00384691
BK_20296346	政治が終わるとき？	グローバル化と国民国家の運命		アンドリュー・ギャンブル|著;内山秀夫|訳	新曜社	2002	4788508133	20cm	181	3 社会科学	311	1031		00440476;00089567
BK_20296350	現代思想の遭難者たち			いしいひさいち|著	講談社	2002	4062090031	20cm	214	1 哲学	133	0079		00152936
BK_20296367	人道的介入と国連			日本国際連合学会|編	国際書院	2001	4877911065	21cm	263	3 社会科学	319	3031		00882280
BK_20296379	農協再生とコーポレート・ガヴァナンス	会計士がみた農協危機脱却への途		守屋俊晴|著	農林統計協会	2001	4541027682	21cm	284	6 産業	611	3033		00255670
BK_20296403	マハーバーラタ	原典訳	3	上村勝彦|訳	筑摩書房	2002	448008603X	15cm	524	9 文学	929	0198		00101575
BK_20296426	八人の女帝			高木きよ子|著	大明堂	2002	447094016X	19cm	160	2 歴史	288	0021		00077290
BK_20296448	君原健二聞書きゴール無限			君原健二|述;助清文昭|著	文芸社	2002	4835541189	19cm	198	7 芸術・美術	782	0095		00030794;00884657
BK_20296461	プロジェクトH	｢福岡3点セット｣の構造改革		竹森健太郎|著	朝日新聞社	2002	4022577673	19cm	254	7 芸術・美術	783	0034		00884528
